equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,vibration_level,dust_accumulation,humidity_level,usage_per_day,usage_vs_capacity,maintenance_frequency,maintenance_overdue,temperature_stress,environmental_stress,age_category,is_projector,is_air_conditioner,is_podium,failure_probability_clean,maintenance_urgency_clean,equipment_type_encoded,room_type_encoded,age_category_encoded
P3395,projector,SEMINAR143,seminar_room,2021-03-09,48,7,False,1.0,9.3,10713.19,26,8,28.74,2.0,0.3,55.62,385.53,47.27,153.78,30.0,7.434552394170715,0.3875,0.16326530612244897,0,26.88,0.33372,mature,1,0,0,0.48719680859828407,high,2,3,0
A3396,air_conditioner,CLASSROOM509,classroom,2022-04-02,40,29,False,1.0,11.12,10672.82,268,6,31.29,0.8,0.8,55.67,2392.66,44.56,56.37,80.0,8.88661115736886,0.4633333333333333,0.14634146341463414,1,24.380000000000003,0.35628800000000005,mature,0,1,0,0.7108578345692884,critical,0,0,0
P3397,projector,SEMINAR968,seminar_room,2022-10-19,30,14,False,1.0,4.68,3366.24,297,5,29.73,1.5,0.4,52.19,385.52,39.96,94.58,40.0,3.7361154273029964,0.19499999999999998,0.16129032258064516,1,22.459999999999997,0.31314000000000003,young,1,0,0,0.5734803108920709,high,2,3,2
P3398,projector,LECTURE156,lecture_hall,2021-09-17,42,9,False,1.0,3.32,3343.78,197,7,26.44,1.5,0.4,56.35,397.14,41.65,103.3,40.0,2.6516891356066616,0.13833333333333334,0.16279069767441862,1,29.91,0.33810000000000007,mature,1,0,0,0.6210259936159029,high,2,2,0
P3399,projector,LECTURE479,lecture_hall,2021-04-15,37,18,False,0.1,1.1,978.96,83,6,30.14,0.8,0.8,46.57,341.58,22.59,28.7,80.0,0.8811521152115211,0.04583333333333334,0.15789473684210525,0,16.43,0.2980480000000001,mature,1,0,0,0.4026889301875296,high,2,2,0
A3400,air_conditioner,LECTURE271,lecture_hall,2021-01-08,39,12,False,1.0,3.89,3637.92,17,6,28.07,1.5,0.4,41.87,2087.45,18.58,48.86,40.0,3.1066780529462,0.16208333333333333,0.15,0,13.799999999999997,0.25122000000000005,mature,0,1,0,0.3611636926219667,medium,0,2,0
P3401,projector,CLASSROOM629,classroom,2024-01-21,11,51,False,0.2,0.71,187.74,72,1,31.95,2.0,0.3,41.87,311.88,9.37,30.13,30.0,0.567190332326284,0.029583333333333333,0.08333333333333333,0,9.919999999999998,0.25121999999999994,new,1,0,0,0.2529056313375221,medium,2,0,1
A3402,air_conditioner,LECTURE727,lecture_hall,2020-03-15,52,25,False,1.0,3.02,3764.7,200,8,28.36,0.8,0.8,40.5,2429.85,32.08,39.73,80.0,2.411723254324151,0.12583333333333332,0.1509433962264151,1,12.14,0.25920000000000004,mature,0,1,0,0.5546116116532083,high,0,2,0
A3403,air_conditioner,CLASSROOM934,classroom,2025-03-24,1,17,False,0.1,1.12,26.79,298,1,30.9,0.8,0.8,34.09,2307.89,15.43,13.72,80.0,0.8641935483870967,0.04666666666666667,0.5,1,3.190000000000005,0.21817600000000006,new,0,1,0,0.3658686438061307,medium,0,0,1
A3404,air_conditioner,SEMINAR526,seminar_room,2023-02-07,23,52,False,0.2,1.42,782.88,73,3,26.38,2.0,0.3,40.15,1930.92,17.11,36.33,30.0,1.1329667149059335,0.059166666666666666,0.125,0,13.77,0.2409,young,0,1,0,0.42723871643002576,high,0,3,2
P3405,podium,CLASSROOM173,classroom,2020-12-21,34,40,False,0.2,0.86,700.97,211,5,27.33,0.8,0.8,32.02,170.21,19.84,30.47,80.0,0.6865523996082272,0.035833333333333335,0.14285714285714285,1,4.690000000000005,0.20492800000000005,young,0,0,1,0.46700691678390105,high,1,0,2
P3406,projector,SEMINAR634,seminar_room,2022-08-12,14,40,False,0.2,0.59,198.36,36,2,30.59,0.8,0.8,50.07,318.34,6.71,10.12,80.0,0.4711638954869359,0.024583333333333332,0.13333333333333333,0,19.48,0.32044800000000007,young,1,0,0,0.20819604417429274,medium,2,3,2
P3407,podium,CLASSROOM760,classroom,2024-11-09,2,2,False,1.0,11.97,574.76,204,1,30.66,2.0,0.3,34.51,172.37,17.25,41.75,30.0,9.422295081967214,0.49875,0.3333333333333333,1,3.849999999999998,0.20706,new,0,0,1,0.4437794384701246,high,1,0,1
A3408,air_conditioner,SEMINAR158,seminar_room,2022-01-01,22,43,False,0.2,2.07,1091.23,287,3,31.56,1.5,0.4,39.56,2252.74,20.12,45.87,40.0,1.6508774583963692,0.08625,0.13043478260869565,1,8.000000000000004,0.23736000000000004,young,0,1,0,0.5356415296567565,high,0,3,2
A3409,air_conditioner,LECTURE276,lecture_hall,2021-02-23,38,15,True,1.0,6.5,5930.51,156,6,29.36,1.5,0.4,39.28,2351.61,26.49,71.15,40.0,5.197642418930763,0.2708333333333333,0.15384615384615385,0,9.920000000000002,0.23568000000000006,mature,0,1,0,0.4653667206267402,high,0,2,0
A3410,air_conditioner,LECTURE808,lecture_hall,2024-02-05,10,48,False,0.2,1.86,447.22,127,1,30.11,1.5,0.4,29.32,2192.72,8.79,20.32,40.0,1.4857807308970101,0.0775,0.09090909090909091,0,-0.7899999999999991,0.17592000000000002,new,0,1,0,0.3157021226798622,medium,0,2,1
P3411,projector,CLASSROOM793,classroom,2020-05-26,46,10,False,1.0,10.36,11432.98,64,7,27.29,1.5,0.4,58.13,385.3,43.77,120.17,40.0,8.278769007965241,0.43166666666666664,0.14893617021276595,0,30.840000000000003,0.3487800000000001,mature,1,0,0,0.689145485779409,high,2,0,0
A3412,air_conditioner,LECTURE346,lecture_hall,2023-10-11,6,15,True,1.0,4.67,672.0,45,1,29.67,1.5,0.4,33.81,1871.37,11.66,11.61,40.0,3.712707182320442,0.19458333333333333,0.14285714285714285,0,4.140000000000001,0.20286000000000004,new,0,1,0,0.18843751409631634,low,0,2,1
A3413,air_conditioner,SEMINAR568,seminar_room,2020-05-09,59,11,False,1.0,8.77,12417.07,65,9,26.37,1.5,0.4,48.63,2402.88,39.83,111.75,40.0,7.011332580463015,0.36541666666666667,0.15,0,22.26,0.29178000000000004,mature,0,1,0,0.5815383928245836,high,0,3,0
P3414,projector,CLASSROOM655,classroom,2022-05-28,17,42,False,0.2,0.6,243.15,209,2,28.12,0.8,0.8,43.06,339.95,16.67,24.42,80.0,0.47583170254403134,0.024999999999999998,0.1111111111111111,1,14.940000000000001,0.27558400000000005,young,1,0,0,0.4561277569690505,high,2,0,2
P3415,projector,LECTURE330,lecture_hall,2022-11-30,28,12,False,1.0,8.2,5510.25,280,4,29.77,1.5,0.4,55.26,407.78,46.55,119.88,40.0,6.552021403091557,0.3416666666666666,0.13793103448275862,1,25.49,0.3315600000000001,young,1,0,0,0.6770287752275116,high,2,2,2
P3416,projector,LECTURE232,lecture_hall,2020-05-03,41,37,False,0.2,1.46,1433.55,226,6,30.04,0.8,0.8,47.05,372.29,29.82,41.96,80.0,1.1645410235580829,0.06083333333333333,0.14285714285714285,1,17.009999999999998,0.30112000000000005,mature,1,0,0,0.5686195888121451,high,2,2,0
P3417,projector,CLASSROOM525,classroom,2020-10-09,50,46,False,0.2,0.82,983.79,223,8,27.27,1.5,0.4,48.85,341.41,29.52,79.8,40.0,0.6554230512991339,0.034166666666666665,0.1568627450980392,1,21.580000000000002,0.2931000000000001,mature,1,0,0,0.6074741829078872,high,2,0,0
P3418,projector,CLASSROOM464,classroom,2022-07-19,36,27,False,1.0,5.22,4513.57,56,6,30.07,0.8,0.8,56.19,329.92,38.49,49.47,80.0,4.1753654024051805,0.2175,0.16216216216216217,0,26.119999999999997,0.35961600000000005,young,1,0,0,0.49575161668010087,high,2,0,2
A3419,air_conditioner,SEMINAR466,seminar_room,2020-04-15,46,4,False,1.0,2.79,3077.82,226,7,31.18,2.0,0.3,44.33,2387.82,24.25,91.63,30.0,2.2286893555394642,0.11625,0.14893617021276595,1,13.149999999999999,0.26598,mature,0,1,0,0.5139913075009713,high,0,3,0
P3420,projector,CLASSROOM965,classroom,2020-07-10,43,3,False,1.0,10.94,11285.49,181,7,30.78,2.0,0.3,58.15,377.64,50.68,183.0,30.0,8.74166537567777,0.4558333333333333,0.1590909090909091,1,27.369999999999997,0.3489,mature,1,0,0,0.742844098213373,critical,2,0,0
P3421,podium,CLASSROOM974,classroom,2024-06-02,2,31,False,1.0,9.35,448.82,105,1,26.73,0.8,0.8,35.39,146.16,6.99,9.6,80.0,7.357704918032787,0.38958333333333334,0.3333333333333333,0,8.66,0.22649600000000003,new,0,0,1,0.3690426181182822,medium,1,0,1
P3422,projector,CLASSROOM271,classroom,2021-04-03,43,42,False,0.2,1.14,1172.89,78,7,31.39,0.8,0.8,48.06,361.38,28.53,31.95,80.0,0.9085127807900852,0.047499999999999994,0.1590909090909091,0,16.67,0.3075840000000001,mature,1,0,0,0.410298598184196,high,2,0,0
A3423,air_conditioner,LAB698,lab,2021-04-05,44,46,False,0.2,2.21,2334.98,289,7,31.53,1.5,0.4,37.07,2499.37,29.6,68.76,40.0,1.7675851627554884,0.09208333333333334,0.15555555555555556,1,5.539999999999999,0.22242000000000003,mature,0,1,0,0.5758534851305741,high,0,1,0
P3424,projector,LAB448,lab,2022-06-19,26,32,False,1.0,9.59,5982.62,186,4,27.78,0.8,0.8,56.73,405.44,44.43,66.28,80.0,7.660204865556978,0.39958333333333335,0.14814814814814814,1,28.949999999999996,0.363072,young,1,0,0,0.5370747516269306,high,2,1,2
P3425,projector,LAB695,lab,2023-09-06,6,10,False,1.0,8.36,1203.32,70,1,27.58,1.5,0.4,51.74,341.13,11.45,31.21,40.0,6.6481767955801105,0.34833333333333333,0.14285714285714285,0,24.160000000000004,0.31044000000000005,new,1,0,0,0.4198499309692361,high,2,1,1
A3426,air_conditioner,SEMINAR668,seminar_room,2020-01-31,57,40,False,0.2,2.2,3004.37,83,9,28.46,0.8,0.8,45.66,2170.84,29.89,34.5,80.0,1.7559146697837522,0.09166666666666667,0.15517241379310345,0,17.199999999999996,0.29222400000000004,mature,0,1,0,0.5495872946642949,high,0,3,0
P3427,podium,LECTURE882,lecture_hall,2022-09-23,25,41,False,0.2,0.42,253.57,8,4,29.14,0.8,0.8,30.95,152.9,13.37,11.55,80.0,0.33764314247669774,0.017499999999999998,0.15384615384615385,0,1.8099999999999987,0.19808000000000003,young,0,0,1,0.1723098439903995,low,1,2,2
P3428,projector,SEMINAR199,seminar_room,2022-03-19,34,1,False,1.0,3.02,2461.89,278,5,26.21,2.0,0.3,53.44,342.81,33.8,115.03,30.0,2.4112536728697354,0.12583333333333332,0.14285714285714285,1,27.229999999999997,0.32064,young,1,0,0,0.6827150465596189,high,2,3,2
P3429,podium,LECTURE165,lecture_hall,2021-12-28,25,3,False,1.0,8.88,5327.9,26,4,31.26,2.0,0.3,35.8,159.21,23.6,82.61,30.0,7.094407456724367,0.37000000000000005,0.15384615384615385,0,4.539999999999996,0.21479999999999996,young,0,0,1,0.29977279241010774,medium,1,2,2
P3430,projector,LECTURE923,lecture_hall,2024-01-04,3,14,False,1.0,5.64,405.8,91,1,28.98,1.5,0.4,39.26,290.64,14.6,22.49,40.0,4.4593406593406595,0.235,0.25,0,10.279999999999998,0.23556000000000002,new,1,0,0,0.32124716116496954,medium,2,2,1
P3431,projector,LECTURE481,lecture_hall,2022-11-24,16,12,False,1.0,6.69,2567.9,224,2,26.56,1.5,0.4,56.39,361.2,27.65,74.1,40.0,5.338669438669439,0.27875,0.11764705882352941,1,29.830000000000002,0.33834000000000003,young,1,0,0,0.5179208627509808,high,2,2,2
P3432,projector,CLASSROOM951,classroom,2020-07-06,40,42,False,0.2,0.48,460.61,193,6,29.06,0.8,0.8,44.25,307.94,22.61,35.07,80.0,0.3835220649458784,0.02,0.14634146341463414,1,15.190000000000001,0.28320000000000006,mature,1,0,0,0.48646123052502077,high,2,0,0
A3433,air_conditioner,CLASSROOM491,classroom,2021-08-31,39,46,False,0.2,1.82,1699.6,292,6,28.01,1.5,0.4,36.89,2134.42,30.33,62.08,40.0,1.4514090520922287,0.07583333333333334,0.15,1,8.879999999999999,0.22134000000000004,mature,0,1,0,0.562372437973062,high,0,0,0
P3434,podium,SEMINAR861,seminar_room,2020-05-05,42,42,False,0.2,0.71,712.05,207,7,29.12,0.8,0.8,30.6,169.18,22.2,33.45,80.0,0.5646708961141951,0.029583333333333333,0.16279069767441862,1,1.4800000000000004,0.19584000000000004,mature,0,0,1,0.4232135640053202,high,1,3,0
A3435,air_conditioner,LECTURE848,lecture_hall,2024-06-25,9,12,False,1.0,9.77,2109.46,20,1,31.75,1.5,0.4,36.03,1887.55,14.27,18.96,40.0,7.783985239852399,0.4070833333333333,0.1,0,4.280000000000001,0.21618000000000007,new,0,1,0,0.286595097053589,medium,0,2,1
A3436,air_conditioner,SEMINAR559,seminar_room,2020-08-19,58,21,False,1.0,7.35,10229.21,252,9,29.84,0.8,0.8,47.24,2501.94,42.66,61.68,80.0,5.875479609419873,0.30624999999999997,0.15254237288135594,1,17.400000000000002,0.30233600000000005,mature,0,1,0,0.7271409847113142,critical,0,3,0
P3437,projector,CLASSROOM775,classroom,2021-06-16,37,26,False,1.0,4.18,3707.78,73,6,29.53,0.8,0.8,53.67,365.95,34.77,46.01,80.0,3.3373357335733576,0.17416666666666666,0.15789473684210525,0,24.14,0.343488,mature,1,0,0,0.5117912874649646,high,2,0,0
P3438,podium,SEMINAR252,seminar_room,2021-06-28,49,28,False,1.0,5.32,6254.08,59,8,28.44,0.8,0.8,37.12,171.2,38.99,48.55,80.0,4.2515839564921825,0.22166666666666668,0.16,0,8.679999999999996,0.23756800000000003,mature,0,0,1,0.3950813380978903,medium,1,3,0
P3439,podium,LECTURE320,lecture_hall,2022-09-04,26,43,False,0.2,1.03,643.63,143,4,29.92,1.5,0.4,21.45,155.92,16.73,42.2,40.0,0.8241101152368758,0.042916666666666665,0.14814814814814814,0,-8.470000000000002,0.1287,young,0,0,1,0.2516238934590231,medium,1,2,2
P3440,projector,SEMINAR245,seminar_room,2021-12-15,36,48,False,0.2,2.36,2035.85,292,6,27.15,1.5,0.4,51.68,320.91,32.72,82.45,40.0,1.8833024976873265,0.09833333333333333,0.16216216216216217,1,24.53,0.31008,young,1,0,0,0.7115175701717266,critical,2,3,2
P3441,podium,CLASSROOM874,classroom,2022-07-19,16,45,False,0.2,1.64,629.46,134,2,30.75,1.5,0.4,33.66,144.35,19.82,33.47,40.0,1.3086486486486488,0.06833333333333333,0.11764705882352941,0,2.9099999999999966,0.20196000000000003,young,0,0,1,0.33223716771337164,medium,1,0,2
P3442,podium,SEMINAR972,seminar_room,2020-06-10,53,42,False,0.2,1.67,2127.29,163,8,30.89,0.8,0.8,30.54,180.07,26.29,40.58,80.0,1.3370773098680075,0.06958333333333333,0.14814814814814814,0,-0.3500000000000014,0.19545600000000005,mature,0,0,1,0.3642274231489119,medium,1,3,0
P3443,podium,SEMINAR528,seminar_room,2023-07-28,3,43,False,0.2,2.18,156.91,99,1,28.44,1.5,0.4,24.06,159.88,5.47,15.8,40.0,1.7242857142857142,0.09083333333333334,0.25,0,-4.380000000000003,0.14436000000000002,new,0,0,1,0.2289933485140536,medium,1,3,1
P3444,projector,LECTURE609,lecture_hall,2021-02-07,37,8,False,1.0,2.07,1836.71,67,6,27.67,2.0,0.3,48.99,347.03,24.37,82.5,30.0,1.6532043204320432,0.08625,0.15789473684210525,0,21.32,0.29394,mature,1,0,0,0.39823982663031854,medium,2,2,0
P3445,projector,CLASSROOM327,classroom,2019-03-20,58,51,False,0.2,2.11,2932.62,268,9,27.06,2.0,0.3,56.23,352.98,44.16,146.88,30.0,1.684445720850086,0.08791666666666666,0.15254237288135594,1,29.169999999999998,0.33738,mature,1,0,0,0.7290390953834608,critical,2,0,0
P3446,projector,CLASSROOM629,classroom,2019-08-06,49,33,False,1.0,7.63,8967.61,181,8,26.08,0.8,0.8,60.89,396.41,56.05,75.6,80.0,6.0962678450034,0.3179166666666667,0.16,1,34.81,0.38969600000000004,mature,1,0,0,0.6992494604884026,high,2,0,0
A3447,air_conditioner,SEMINAR251,seminar_room,2024-06-29,7,4,False,1.0,10.31,1732.79,78,1,29.93,2.0,0.3,36.03,1918.6,7.82,27.22,30.0,8.212274881516587,0.4295833333333334,0.125,0,6.100000000000001,0.21617999999999998,new,0,1,0,0.3489271137172229,medium,0,3,1
P3448,podium,LECTURE192,lecture_hall,2024-03-23,13,16,True,1.0,4.49,1401.73,207,2,26.85,1.5,0.4,36.12,179.32,19.21,46.14,40.0,3.5849872122762148,0.18708333333333335,0.14285714285714285,1,9.269999999999996,0.21672,young,0,0,1,0.34121515655998697,medium,1,2,2
P3449,projector,CLASSROOM633,classroom,2021-02-04,52,20,False,0.1,0.88,1096.17,30,8,30.52,0.8,0.8,43.86,310.92,23.96,30.77,80.0,0.702222934016656,0.03666666666666667,0.1509433962264151,0,13.34,0.28070400000000006,mature,1,0,0,0.3652008638643733,medium,2,0,0
P3450,podium,LECTURE306,lecture_hall,2024-04-10,2,23,False,1.0,9.49,455.58,46,1,28.87,0.8,0.8,31.59,140.59,4.58,5.69,80.0,7.468524590163934,0.3954166666666667,0.3333333333333333,0,2.719999999999999,0.20217600000000005,new,0,0,1,0.188407366573419,low,1,2,1
P3451,podium,LECTURE599,lecture_hall,2024-04-22,6,42,False,0.2,1.24,178.87,90,1,30.35,0.8,0.8,31.14,167.67,11.84,9.12,80.0,0.9882320441988951,0.051666666666666666,0.14285714285714285,0,0.7899999999999991,0.19929600000000003,new,0,0,1,0.1278020263981854,low,1,2,1
A3452,air_conditioner,SEMINAR542,seminar_room,2019-01-24,59,48,False,0.2,2.04,2893.76,94,9,30.46,1.5,0.4,35.88,2117.42,23.95,66.55,40.0,1.6339695087521175,0.085,0.15,0,5.420000000000002,0.21528000000000005,mature,0,1,0,0.4740675179493369,high,0,3,0
A3453,air_conditioner,CLASSROOM536,classroom,2024-11-17,8,29,False,1.0,6.84,1313.08,19,1,28.74,0.8,0.8,35.04,2165.78,6.62,7.55,80.0,5.448464730290456,0.285,0.1111111111111111,0,6.300000000000001,0.22425600000000004,new,0,1,0,0.23546951773880107,medium,0,0,1
P3454,podium,LECTURE960,lecture_hall,2020-10-20,35,36,True,1.0,3.37,2829.14,291,5,27.9,0.8,0.8,31.9,174.04,30.61,41.32,80.0,2.6918553758325405,0.14041666666666666,0.1388888888888889,1,4.0,0.20416000000000004,young,0,0,1,0.5339782750746208,high,1,2,2
P3455,podium,CLASSROOM788,classroom,2019-05-17,55,47,False,0.2,2.23,2949.76,289,9,27.55,1.5,0.4,36.99,173.37,37.78,93.37,40.0,1.7866505148394913,0.09291666666666666,0.16071428571428573,1,9.440000000000001,0.22194000000000005,mature,0,0,1,0.6680407295894637,high,1,0,0
A3456,air_conditioner,LECTURE767,lecture_hall,2020-11-27,39,6,False,1.0,8.28,7752.42,234,6,28.42,2.0,0.3,46.71,2118.32,31.56,116.68,30.0,6.620341588385995,0.345,0.15,1,18.29,0.28026,mature,0,1,0,0.6276151315278856,high,0,2,0
A3457,air_conditioner,SEMINAR167,seminar_room,2022-03-26,38,19,False,0.1,0.71,648.44,73,6,27.77,0.8,0.8,32.78,2012.63,21.34,20.17,80.0,0.5683085013146363,0.029583333333333333,0.15384615384615385,0,5.010000000000002,0.20979200000000006,mature,0,1,0,0.36482536671534616,medium,0,3,0
P3458,projector,SEMINAR305,seminar_room,2020-05-27,47,14,False,1.0,7.29,8222.81,122,7,28.19,1.5,0.4,57.89,408.36,49.31,130.58,40.0,5.827647058823529,0.30375,0.14583333333333334,0,29.7,0.3473400000000001,mature,1,0,0,0.646719012431612,high,2,3,0
P3459,podium,LECTURE905,lecture_hall,2024-06-13,5,45,False,0.2,0.77,91.97,153,1,31.82,1.5,0.4,32.91,147.25,16.09,23.56,40.0,0.6090728476821192,0.03208333333333333,0.16666666666666666,0,1.0899999999999963,0.19746000000000002,new,0,0,1,0.23578808566486661,medium,1,2,1
A3460,air_conditioner,SEMINAR344,seminar_room,2021-10-26,45,28,False,1.0,5.17,5582.55,15,7,30.12,0.8,0.8,39.02,2321.61,28.93,33.55,80.0,4.132161361954108,0.21541666666666667,0.15217391304347827,0,8.900000000000002,0.24972800000000006,mature,0,1,0,0.41699588655166053,high,0,3,0
P3461,podium,SEMINAR284,seminar_room,2020-03-23,48,9,False,1.0,8.68,9995.75,209,8,27.81,1.5,0.4,39.13,204.67,45.95,137.09,40.0,6.936675919500347,0.36166666666666664,0.16326530612244897,1,11.320000000000004,0.23478000000000004,mature,0,0,1,0.6311262081608,high,1,3,0
P3462,projector,LAB936,lab,2018-12-11,57,33,False,1.0,4.17,5699.53,217,9,27.44,0.8,0.8,61.07,348.58,52.74,76.8,80.0,3.331110461718293,0.17375,0.15517241379310345,1,33.629999999999995,0.3908480000000001,mature,1,0,0,0.7254871197128994,critical,2,1,0
A3463,air_conditioner,CLASSROOM640,classroom,2021-10-17,44,22,False,1.0,7.41,7829.98,266,7,27.38,0.8,0.8,41.56,2563.0,32.21,50.3,80.0,5.927312641937926,0.30875,0.15555555555555556,1,14.180000000000003,0.26598400000000005,mature,0,1,0,0.6097688932355687,high,0,0,0
P3464,projector,SEMINAR392,seminar_room,2021-02-20,41,27,False,1.0,9.61,9453.24,296,6,31.81,0.8,0.8,55.96,385.14,46.0,72.4,80.0,7.67931762794476,0.40041666666666664,0.14285714285714285,1,24.150000000000002,0.3581440000000001,mature,1,0,0,0.7863174349180865,critical,2,3,0
A3465,air_conditioner,CLASSROOM332,classroom,2023-09-06,14,44,False,0.2,1.36,457.55,6,2,26.01,1.5,0.4,34.4,1967.52,11.28,13.29,40.0,1.0868171021377673,0.05666666666666667,0.13333333333333333,0,8.389999999999997,0.2064,young,0,1,0,0.2676930004149483,medium,0,0,2
A3466,air_conditioner,LECTURE657,lecture_hall,2020-09-26,54,10,False,1.0,3.27,4232.5,176,9,27.14,1.5,0.4,40.68,2160.46,30.06,76.33,40.0,2.611042566317088,0.13625,0.16363636363636364,0,13.54,0.24408000000000005,mature,0,1,0,0.5427106051429311,high,0,2,0
P3467,projector,SEMINAR927,seminar_room,2023-04-17,20,49,False,0.2,2.15,1031.44,164,3,27.09,2.0,0.3,44.81,326.01,27.98,73.64,30.0,1.7162063227953412,0.08958333333333333,0.14285714285714285,0,17.720000000000002,0.26886,young,1,0,0,0.4172281843669144,high,2,3,2
A3468,air_conditioner,LECTURE180,lecture_hall,2019-06-15,52,38,False,0.2,2.06,2565.93,260,8,29.15,0.8,0.8,37.54,2470.17,33.27,39.2,80.0,1.6437732222934016,0.08583333333333333,0.1509433962264151,1,8.39,0.24025600000000005,mature,0,1,0,0.6338779668157632,high,0,2,0
A3469,air_conditioner,LAB213,lab,2023-11-05,4,10,False,1.0,9.44,906.18,217,1,28.42,1.5,0.4,36.41,2022.34,14.74,25.61,40.0,7.489090909090908,0.3933333333333333,0.2,1,7.989999999999995,0.21846,new,0,1,0,0.44932532188944196,high,0,1,1
A3470,air_conditioner,SEMINAR968,seminar_room,2021-11-01,33,29,False,1.0,7.42,5878.67,101,5,30.87,0.8,0.8,39.95,2413.49,21.86,33.37,80.0,5.932058526740666,0.30916666666666665,0.14705882352941177,0,9.080000000000002,0.2556800000000001,young,0,1,0,0.518430243130782,high,0,3,2
P3471,podium,SEMINAR103,seminar_room,2023-01-11,8,36,True,1.0,4.28,822.44,60,1,30.42,0.8,0.8,28.47,168.08,15.15,10.49,80.0,3.4126141078838175,0.17833333333333334,0.1111111111111111,0,-1.9500000000000028,0.18220800000000004,new,0,0,1,0.3174689283555157,medium,1,3,1
P3472,projector,CLASSROOM609,classroom,2019-05-20,57,4,False,1.0,2.1,2872.28,222,9,31.29,2.0,0.3,57.04,378.97,39.75,144.87,30.0,1.6787142022209236,0.08750000000000001,0.15517241379310345,1,25.75,0.34224,mature,1,0,0,0.6173950218299238,high,2,0,0
P3473,podium,CLASSROOM387,classroom,2020-12-13,42,21,False,1.0,8.82,8892.12,195,7,27.16,0.8,0.8,46.46,203.5,43.72,65.37,80.0,7.051641554321967,0.3675,0.16279069767441862,1,19.3,0.29734400000000005,mature,0,0,1,0.5302491016837505,high,1,0,0
A3474,air_conditioner,CLASSROOM945,classroom,2021-09-13,26,44,False,0.2,0.42,259.53,188,4,30.8,1.5,0.4,40.41,2234.29,21.28,36.46,40.0,0.3323047375160051,0.017499999999999998,0.14814814814814814,1,9.609999999999996,0.24246,young,0,1,0,0.43163322335071597,high,0,0,2
P3475,projector,LECTURE448,lecture_hall,2024-02-19,3,20,False,0.1,0.9,64.52,272,1,31.12,0.8,0.8,39.52,351.71,12.11,17.63,80.0,0.7090109890109889,0.0375,0.25,1,8.400000000000002,0.25292800000000004,new,1,0,0,0.40595661890877344,high,2,2,1
P3476,projector,SEMINAR671,seminar_room,2023-09-08,14,44,False,0.2,0.51,169.73,175,2,31.05,1.5,0.4,49.95,333.32,21.96,41.79,40.0,0.4031591448931116,0.02125,0.13333333333333333,0,18.900000000000002,0.2997000000000001,young,1,0,0,0.37184495016100294,medium,2,3,2
P3477,projector,CLASSROOM827,classroom,2024-06-05,10,14,False,1.0,9.71,2329.92,269,1,29.63,1.5,0.4,57.13,312.85,30.67,66.62,40.0,7.740598006644518,0.40458333333333335,0.09090909090909091,1,27.500000000000004,0.3427800000000001,new,1,0,0,0.681935557021086,high,2,0,1
A3478,air_conditioner,SEMINAR165,seminar_room,2025-04-22,3,30,False,1.0,9.04,650.67,240,1,26.69,0.8,0.8,43.58,2136.35,17.56,13.6,80.0,7.150219780219779,0.37666666666666665,0.25,1,16.889999999999997,0.27891200000000005,new,0,1,0,0.4464503136567699,high,0,3,1
P3479,projector,SEMINAR532,seminar_room,2023-04-25,15,29,False,1.0,7.19,2588.58,233,2,26.21,0.8,0.8,54.35,355.42,26.9,39.26,80.0,5.739645232815964,0.29958333333333337,0.125,1,28.14,0.34784000000000004,young,1,0,0,0.6050135343469152,high,2,3,2
P3480,podium,LECTURE292,lecture_hall,2021-11-22,35,41,False,0.2,2.19,1843.63,48,5,29.4,0.8,0.8,32.29,158.96,22.75,24.57,80.0,1.7541674595623218,0.09125,0.1388888888888889,0,2.8900000000000006,0.20665600000000006,young,0,0,1,0.24867847141594795,medium,1,2,2
A3481,air_conditioner,SEMINAR195,seminar_room,2020-01-05,54,24,False,1.0,9.97,12924.24,292,9,29.82,0.8,0.8,48.02,2358.29,48.01,69.04,80.0,7.973004318322023,0.4154166666666667,0.16363636363636364,1,18.200000000000003,0.3073280000000001,mature,0,1,0,0.8748523006157318,critical,0,3,0
A3482,air_conditioner,CLASSROOM711,classroom,2023-06-15,25,27,False,1.0,7.92,4751.71,112,4,26.92,0.8,0.8,44.09,2009.71,23.8,27.65,80.0,6.3271770972037285,0.33,0.15384615384615385,0,17.17,0.2821760000000001,young,0,1,0,0.5871501804656827,high,0,0,2
P3483,podium,SEMINAR329,seminar_room,2021-05-15,47,13,False,1.0,2.33,2628.57,199,7,27.21,1.5,0.4,32.88,156.94,35.17,79.84,40.0,1.8629128277817153,0.09708333333333334,0.14583333333333334,1,5.670000000000002,0.19728000000000004,mature,0,0,1,0.4304606949094776,high,1,3,0
P3484,podium,CLASSROOM678,classroom,2020-01-19,50,9,False,1.0,3.74,4486.01,44,8,26.23,1.5,0.4,37.08,179.34,26.79,76.65,40.0,2.9886808794137245,0.15583333333333335,0.1568627450980392,0,10.849999999999998,0.22248,mature,0,0,1,0.3710812080897769,medium,1,0,0
