equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,vibration_level,dust_accumulation,humidity_level,usage_per_day,usage_vs_capacity,maintenance_frequency,maintenance_overdue,temperature_stress,environmental_stress,age_category,is_projector,is_air_conditioner,is_podium,failure_probability_clean,maintenance_urgency_clean,equipment_type_encoded,room_type_encoded,age_category_encoded,operating_hours,temperature,vibration,pressure,failure_probability,risk_level,health_score
P3974,Podium,LAB734,lab,2020-09-05,41,3,False,1.0,8.14,8010.79,225,6,29.1,2.0,0.3,40.61,196.16,44.17,158.61,30.0,6.5075467099918765,0.3391666666666666,0.1428571428571428,1,11.509999999999998,0.24366,mature,0,0,1,0.6173420881245825,high,1,1,0,0,0,0,0,1.0,Critical,49.33904109589041
P3975,Projector,CLASSROOM996,classroom,2022-03-22,32,45,False,0.2,1.03,793.94,185,5,30.25,1.5,0.4,46.01,311.08,21.53,63.92,40.0,0.8261602497398544,0.0429166666666666,0.1515151515151515,1,15.759999999999998,0.27606,young,1,0,0,0.4632451549131195,high,2,0,2,0,0,0,0,0.0,Low,79.32876712328768
A3976,air_conditioner,LECTURE958,lecture_hall,2023-01-25,11,51,False,0.2,1.73,457.25,287,1,27.63,2.0,0.3,33.41,2276.58,15.36,45.94,30.0,1.3814199395770392,0.0720833333333333,0.0833333333333333,1,5.779999999999998,0.2004599999999999,new,0,1,0,0.4968327438345881,high,0,2,1,0,0,0,0,0.0,Low,77.59246575342466
P3977,Podium,SEMINAR335,seminar_room,2020-04-15,50,21,False,1.0,6.5,7804.1,1,8,29.65,0.8,0.8,45.37,164.31,38.61,51.28,80.0,5.199267155229847,0.2708333333333333,0.1568627450980392,0,15.72,0.290368,mature,0,0,1,0.3820939048554299,medium,1,3,0,0,0,0,0,1.0,Critical,62.43150684931507
P3978,Projector,SEMINAR500,seminar_room,2021-03-13,29,31,False,1.0,10.13,7053.05,104,4,26.46,0.8,0.8,60.95,374.15,41.04,60.84,80.0,8.097646383467278,0.4220833333333333,0.1333333333333333,0,34.49,0.3900800000000001,young,1,0,0,0.5984475273794205,high,2,3,2,0,0,0,0,1.0,Critical,60.62671232876713
P3979,Projector,CLASSROOM601,classroom,2021-04-24,43,45,False,0.2,1.07,1106.04,190,7,27.91,1.5,0.4,43.79,323.59,34.69,76.08,40.0,0.8567312161115415,0.0445833333333333,0.1590909090909091,1,15.88,0.26274,mature,1,0,0,0.5190004255161053,high,2,0,0,0,0,0,0,1.0,Critical,51.236301369863014
A3980,air_conditioner,LECTURE189,lecture_hall,2022-03-23,28,28,False,1.0,11.26,7564.49,128,4,27.95,0.8,0.8,43.41,2361.68,28.06,37.06,80.0,8.994637336504162,0.4691666666666667,0.1379310344827586,0,15.459999999999996,0.277824,young,0,1,0,0.5622837724604743,high,0,2,2,0,0,0,0,0.0,Low,84.23287671232876
P3981,Projector,CLASSROOM443,classroom,2022-03-02,28,25,False,1.0,2.14,1441.43,196,4,26.59,0.8,0.8,51.38,317.02,32.61,36.81,80.0,1.713947681331748,0.0891666666666666,0.1379310344827586,1,24.790000000000003,0.328832,young,1,0,0,0.5738960267718265,high,2,0,2,0,0,0,0,1.0,Critical,54.57534246575342
P3982,Projector,LAB202,lab,2023-03-18,8,46,False,0.2,1.64,314.95,215,1,27.26,1.5,0.4,49.05,298.76,20.16,39.94,40.0,1.3068464730290457,0.0683333333333333,0.1111111111111111,1,21.79,0.2943,new,1,0,0,0.4574010417899308,high,2,1,1,0,0,0,0,0.0,Low,83.27397260273972
P3983,Projector,LECTURE903,lecture_hall,2023-12-02,10,39,False,0.2,1.55,372.45,51,1,31.73,0.8,0.8,44.32,313.5,8.0,11.02,80.0,1.237375415282392,0.0645833333333333,0.0909090909090909,0,12.59,0.283648,new,1,0,0,0.2615935816151358,medium,2,2,1,0,0,0,0,0.0,Low,94.0068493150685
P3984,Projector,CLASSROOM524,classroom,2019-12-25,57,35,True,1.0,4.7,6427.27,116,9,26.14,0.8,0.8,58.51,386.98,53.98,73.11,80.0,3.756440677966102,0.1958333333333333,0.1551724137931034,0,32.37,0.374464,mature,1,0,0,0.5427054385747783,high,2,0,0,0,0,0,0,1.0,Critical,52.804794520547944
A3985,air_conditioner,LECTURE510,lecture_hall,2020-06-27,41,45,False,0.2,1.72,1694.13,11,6,30.48,1.5,0.4,32.06,2149.75,15.11,40.14,40.0,1.3762225832656378,0.0716666666666666,0.1428571428571428,0,1.5800000000000018,0.19236,mature,0,1,0,0.2627091575141984,medium,0,2,0,0,0,0,0,0.0,Low,88.99657534246575
A3986,air_conditioner,CLASSROOM148,classroom,2023-06-26,13,29,False,1.0,2.81,876.19,92,2,31.31,0.8,0.8,30.22,1891.13,12.39,11.63,80.0,2.240895140664962,0.1170833333333333,0.1428571428571428,0,-1.09,0.193408,young,0,1,0,0.2664459106874609,medium,0,0,2,0,0,0,0,0.0,Low,90.4486301369863
P3987,Podium,CLASSROOM596,classroom,2022-01-20,41,23,False,1.0,5.87,5777.69,251,6,29.02,0.8,0.8,44.58,168.67,40.31,55.51,80.0,4.693493095044679,0.2445833333333333,0.1428571428571428,1,15.56,0.285312,mature,0,0,1,0.5878282068275908,high,1,0,0,0,0,0,0,1.0,Critical,47.5582191780822
A3988,air_conditioner,CLASSROOM180,classroom,2024-01-12,7,32,False,1.0,7.37,1238.14,52,1,30.55,0.8,0.8,38.8,2091.88,14.88,8.41,80.0,5.867962085308057,0.3070833333333333,0.125,0,8.249999999999996,0.24832,new,0,1,0,0.2544455745488353,medium,0,0,1,0,0,0,0,0.0,Low,94.68835616438356
P3989,Podium,SEMINAR983,seminar_room,2024-05-02,11,13,False,1.0,7.81,2062.88,183,1,28.47,1.5,0.4,37.98,150.16,23.49,46.6,40.0,6.232265861027191,0.3254166666666666,0.0833333333333333,1,9.509999999999998,0.22788,new,0,0,1,0.5182492237001505,high,1,3,1,0,0,0,0,0.0,Low,84.71575342465754
P3990,Projector,CLASSROOM926,classroom,2022-05-27,27,33,False,1.0,9.8,6352.59,27,4,29.61,0.8,0.8,61.2,340.26,40.93,53.2,80.0,7.833033292231812,0.4083333333333334,0.1428571428571428,0,31.590000000000003,0.3916800000000001,young,1,0,0,0.5710620384551267,high,2,0,2,0,0,0,0,0.0,Low,91.40068493150685
P3991,Podium,CLASSROOM523,classroom,2023-05-14,4,37,False,0.2,0.84,80.8,271,1,28.47,0.8,0.8,34.31,150.61,16.99,17.92,80.0,0.6677685950413222,0.0349999999999999,0.2,1,5.840000000000003,0.219584,new,0,0,1,0.3598417852977101,medium,1,0,1,0,0,0,0,0.0,Low,80.43835616438356
P3992,Projector,CLASSROOM484,classroom,2024-07-04,11,22,False,1.0,8.53,2250.69,285,1,27.42,0.8,0.8,58.14,349.31,26.81,35.4,80.0,6.799667673716012,0.3554166666666666,0.0833333333333333,1,30.72,0.3720960000000001,new,1,0,0,0.6270095463019199,high,2,0,1,0,0,0,0,1.0,Critical,52.72945205479452
P3993,Projector,LECTURE499,lecture_hall,2020-10-23,44,23,False,1.0,9.33,9857.37,290,7,31.53,0.8,0.8,65.12,362.13,47.62,73.6,80.0,7.462051476154429,0.38875,0.1555555555555555,1,33.59,0.4167680000000001,mature,1,0,0,0.7654465738244113,critical,2,2,0,0,0,0,0,1.0,Critical,44.13698630136986
P3994,Projector,CLASSROOM518,classroom,2023-06-05,12,22,False,1.0,2.45,705.22,54,2,28.63,0.8,0.8,47.8,292.01,16.27,14.3,80.0,1.9535180055401664,0.1020833333333333,0.1538461538461538,0,19.17,0.3059200000000001,new,1,0,0,0.2551962720683933,medium,2,0,1,0,0,0,0,0.0,Low,93.3013698630137
P3995,Projector,LECTURE298,lecture_hall,2020-11-04,46,33,False,1.0,8.51,9394.3,67,7,28.26,0.8,0.8,58.92,348.29,44.0,64.36,80.0,6.802534395365677,0.3545833333333333,0.1489361702127659,0,30.66,0.3770880000000001,mature,1,0,0,0.5939847589993893,high,2,2,0,0,0,0,0,1.0,Critical,58.91095890410959
P3996,Projector,CLASSROOM727,classroom,2023-11-18,3,7,False,1.0,4.93,354.72,254,1,31.5,2.0,0.3,46.11,352.66,16.71,48.91,30.0,3.8980219780219785,0.2054166666666666,0.25,1,14.61,0.27666,new,1,0,0,0.4521717832618417,high,2,0,1,0,0,0,0,0.0,Low,81.8527397260274
P3997,Podium,SEMINAR859,seminar_room,2022-03-27,25,16,True,1.0,3.94,2362.13,62,4,28.26,1.5,0.4,29.69,159.39,24.66,44.22,40.0,3.145312916111851,0.1641666666666666,0.1538461538461538,0,1.4299999999999995,0.17814,young,0,0,1,0.202609423937372,medium,1,3,2,0,0,0,0,1.0,Critical,64.50342465753425
A3998,air_conditioner,SEMINAR166,seminar_room,2022-11-15,13,49,False,0.2,1.3,406.09,68,2,30.3,2.0,0.3,37.0,2155.37,9.09,23.26,30.0,1.0385933503836315,0.0541666666666666,0.1428571428571428,0,6.699999999999999,0.222,young,0,1,0,0.2775757876608762,medium,0,3,2,0,0,0,0,0.0,Low,92.09246575342466
P3999,Podium,CLASSROOM873,classroom,2021-06-09,33,8,False,1.0,3.85,3052.36,152,5,27.75,2.0,0.3,31.95,177.02,27.08,88.86,30.0,3.0800807265388497,0.1604166666666666,0.1470588235294117,0,4.199999999999999,0.1916999999999999,young,0,0,1,0.3770032331837251,medium,1,0,2,0,0,0,0,0.0,Low,81.33904109589041
A4000,air_conditioner,CLASSROOM736,classroom,2020-08-29,50,41,False,0.2,1.05,1265.38,199,8,28.98,0.8,0.8,37.53,2369.08,26.12,32.22,80.0,0.843024650233178,0.04375,0.1568627450980392,1,8.55,0.240192,mature,0,1,0,0.4333050101122999,high,0,0,0,0,0,0,0,0.0,Low,73.86986301369863
P4001,Podium,CLASSROOM779,classroom,2023-09-04,19,13,False,1.0,11.65,5312.29,247,3,31.3,1.5,0.4,41.03,174.3,33.58,84.09,40.0,9.303485113835375,0.4854166666666666,0.15,1,9.73,0.24618,young,0,0,1,0.4928691999884181,high,1,0,2,0,0,0,0,1.0,Critical,53.332191780821915
A4002,air_conditioner,LECTURE401,lecture_hall,2020-06-04,59,15,True,1.0,10.58,14983.94,154,9,30.29,1.5,0.4,54.24,2545.12,45.67,132.0,40.0,8.460722755505364,0.4408333333333333,0.15,0,23.950000000000003,0.32544,mature,0,1,0,0.712490445053094,critical,0,2,0,0,0,0,0,0.0,Low,74.70205479452055
P4003,Projector,CLASSROOM444,classroom,2019-12-11,51,7,False,1.0,8.22,10056.01,34,8,28.9,2.0,0.3,59.8,370.45,43.11,158.56,30.0,6.568262573481385,0.3425,0.1538461538461538,0,30.9,0.3587999999999999,mature,1,0,0,0.674300631237818,high,2,0,0,0,0,0,0,1.0,Critical,59.921232876712324
A4004,air_conditioner,LECTURE710,lecture_hall,2021-07-20,34,18,False,0.1,0.57,464.19,147,5,26.29,0.8,0.8,34.46,2060.57,21.86,21.37,80.0,0.4546425073457394,0.0237499999999999,0.1428571428571428,0,8.170000000000002,0.220544,young,0,1,0,0.4387436158240027,high,0,2,2,0,0,0,0,0.0,Low,81.43150684931507
A4005,air_conditioner,CLASSROOM978,classroom,2021-10-19,38,49,False,0.2,0.6,543.91,18,6,29.19,2.0,0.3,27.65,2316.31,20.62,43.63,30.0,0.4766958808063102,0.0249999999999999,0.1538461538461538,0,-1.5400000000000027,0.1659,mature,0,1,0,0.2219987067730558,medium,0,0,0,0,0,0,0,0.0,Low,89.26712328767124
P4006,Podium,SEMINAR335,seminar_room,2022-08-19,17,2,False,1.0,8.94,3648.13,134,2,26.31,2.0,0.3,34.51,151.7,24.3,75.81,30.0,7.139197651663405,0.3725,0.1111111111111111,0,8.2,0.20706,young,0,0,1,0.4152587616333085,high,1,3,2,0,0,0,0,1.0,Critical,61.57191780821918
P4007,Podium,CLASSROOM477,classroom,2022-07-14,34,18,False,0.1,0.69,565.21,90,5,28.05,0.8,0.8,26.94,170.32,14.43,21.86,80.0,0.5535847208619001,0.0287499999999999,0.1428571428571428,0,-1.1099999999999994,0.172416,young,0,0,1,0.2030504819738394,medium,1,0,2,0,0,0,0,1.0,Critical,60.33561643835617
A4008,air_conditioner,CLASSROOM807,classroom,2019-09-23,50,44,False,0.2,0.5,605.86,32,8,29.68,1.5,0.4,37.61,2030.24,21.33,43.2,40.0,0.4036375749500333,0.0208333333333333,0.1568627450980392,0,7.93,0.22566,mature,0,1,0,0.4351465488065346,high,0,0,0,0,0,0,0,0.0,Low,85.3082191780822
A4009,air_conditioner,SEMINAR607,seminar_room,2024-04-01,7,44,False,0.2,1.38,231.58,296,1,29.9,1.5,0.4,36.95,2000.27,10.6,31.07,40.0,1.0975355450236968,0.0574999999999999,0.125,1,7.050000000000004,0.2217,new,0,1,0,0.4024403643923777,high,0,3,1,0,0,0,0,0.0,Low,77.97602739726028
P4010,Projector,SEMINAR220,seminar_room,2021-02-15,32,40,False,0.2,0.78,598.42,57,5,29.07,0.8,0.8,45.58,339.06,14.61,21.86,80.0,0.6227055150884495,0.0325,0.1515151515151515,0,16.509999999999998,0.2917120000000001,young,1,0,0,0.348429264216342,medium,2,3,2,0,0,0,0,1.0,Critical,63.0958904109589
P4011,Projector,CLASSROOM669,classroom,2020-08-23,42,5,False,1.0,9.08,9150.3,110,7,26.73,2.0,0.3,61.83,400.75,42.18,166.44,30.0,7.256383822363203,0.3783333333333333,0.1627906976744186,0,35.099999999999994,0.37098,mature,1,0,0,0.6826405216539392,high,2,0,0,0,0,0,0,1.0,Critical,56.965753424657535
P4012,Projector,LECTURE113,lecture_hall,2023-01-02,24,51,False,0.2,0.55,319.5,202,4,31.77,2.0,0.3,43.1,320.44,23.81,69.33,30.0,0.4431345353675451,0.0229166666666666,0.16,1,11.330000000000002,0.2586,young,1,0,0,0.3457047944205206,medium,2,2,2,0,0,0,0,1.0,Critical,55.16438356164383
P4013,Podium,LECTURE930,lecture_hall,2023-07-12,15,40,False,0.2,1.6,576.08,158,2,26.72,0.8,0.8,29.7,163.06,12.38,18.84,80.0,1.277339246119734,0.0666666666666666,0.125,0,2.9800000000000004,0.19008,young,0,0,1,0.2086960918783095,medium,1,2,2,0,0,0,0,1.0,Critical,60.42808219178082
P4014,Projector,CLASSROOM966,classroom,2023-02-13,16,23,False,1.0,5.1,1956.99,139,2,28.05,0.8,0.8,48.35,310.5,25.87,31.8,80.0,4.068586278586278,0.2125,0.1176470588235294,0,20.3,0.30944,young,1,0,0,0.4010430470016034,high,2,0,2,0,0,0,0,1.0,Critical,61.47945205479452
P4015,Podium,LAB561,lab,2020-12-21,36,49,False,0.2,2.29,1981.87,104,6,29.99,2.0,0.3,37.03,167.02,24.72,73.15,30.0,1.8333672525439408,0.0954166666666666,0.1621621621621621,0,7.040000000000003,0.22218,young,0,0,1,0.4031545154814927,high,1,1,2,0,0,0,0,1.0,Critical,58.87671232876713
A4016,air_conditioner,CLASSROOM971,classroom,2022-05-28,35,15,True,1.0,5.89,4947.86,44,5,31.03,1.5,0.4,38.48,2213.87,24.54,54.66,40.0,4.707764034253092,0.2454166666666666,0.1388888888888889,0,7.449999999999996,0.23088,young,0,1,0,0.3217431470253532,medium,0,0,2,0,0,0,0,0.0,Low,88.23630136986301
A4017,air_conditioner,SEMINAR365,seminar_room,2023-05-24,22,11,False,1.0,9.39,4958.31,101,3,29.1,1.5,0.4,46.36,2062.25,18.98,49.71,40.0,7.501225416036309,0.39125,0.1304347826086956,0,17.259999999999998,0.27816,young,0,1,0,0.3443930089918803,medium,0,3,2,0,0,0,0,0.0,Low,87.58219178082192
P4018,Projector,LECTURE745,lecture_hall,2023-03-29,15,25,False,1.0,4.91,1768.27,137,2,29.72,0.8,0.8,47.69,301.86,20.17,29.97,80.0,3.9207760532150777,0.2045833333333333,0.125,0,17.97,0.305216,young,1,0,0,0.387741064359162,medium,2,2,2,0,0,0,0,1.0,Critical,61.86643835616438
P4019,Podium,LECTURE219,lecture_hall,2022-08-17,23,27,False,1.0,8.95,4941.71,241,3,30.9,0.8,0.8,35.13,180.49,32.58,44.97,80.0,7.151534008683068,0.3729166666666666,0.125,1,4.230000000000004,0.224832,young,0,0,1,0.5118447985877524,high,1,2,2,0,0,0,0,1.0,Critical,52.74315068493151
P4020,Podium,CLASSROOM882,classroom,2020-11-27,54,19,False,0.1,0.2,260.09,181,9,30.08,0.8,0.8,32.1,170.14,25.19,34.71,80.0,0.1604503392967304,0.0083333333333333,0.1636363636363636,1,2.020000000000003,0.20544,mature,0,0,1,0.4965543830962248,high,1,0,0,0,0,0,0,1.0,Critical,49.102739726027394
A4021,air_conditioner,CLASSROOM607,classroom,2021-12-31,23,47,False,0.2,0.52,289.03,167,3,27.07,1.5,0.4,33.16,2169.7,15.3,32.61,40.0,0.4182778581765556,0.0216666666666666,0.125,0,6.089999999999996,0.19896,young,0,1,0,0.347356836837942,medium,0,0,2,0,0,0,0,0.0,Low,82.81164383561644
P4022,Projector,SEMINAR825,seminar_room,2021-01-06,36,51,False,0.2,1.21,1042.04,19,6,28.42,2.0,0.3,39.73,355.01,16.74,57.59,30.0,0.963959296947271,0.0504166666666666,0.1621621621621621,0,11.309999999999995,0.2383799999999999,young,1,0,0,0.2976610962828187,medium,2,3,2,0,0,0,0,0.0,Low,89.6986301369863
P4023,Podium,LAB730,lab,2023-07-20,12,28,False,1.0,11.5,3312.6,20,2,30.61,0.8,0.8,37.06,157.05,17.57,19.38,80.0,9.17617728531856,0.4791666666666667,0.1538461538461538,0,6.450000000000003,0.237184,new,0,0,1,0.3593196809658135,medium,1,1,1,0,0,0,0,0.0,Low,95.63013698630137
A4024,air_conditioner,SEMINAR302,seminar_room,2019-11-05,51,2,False,1.0,11.24,13761.99,157,8,26.67,2.0,0.3,49.3,2596.74,47.83,160.19,30.0,8.98888961463096,0.4683333333333333,0.1538461538461538,0,22.629999999999995,0.2958,mature,0,1,0,0.6110188378161561,high,0,3,0,0,0,0,0,0.0,Low,76.49657534246575
P4025,Podium,SEMINAR178,seminar_room,2020-01-28,54,27,False,1.0,2.49,3222.25,59,9,26.2,0.8,0.8,29.23,155.71,32.73,38.42,80.0,1.987816162862431,0.10375,0.1636363636363636,0,3.030000000000001,0.187072,mature,0,0,1,0.3523473813068216,medium,1,3,0,0,0,0,0,1.0,Critical,57.45890410958904
A4026,air_conditioner,LECTURE854,lecture_hall,2024-07-31,8,13,False,1.0,8.1,1555.78,10,1,27.23,1.5,0.4,40.53,2098.47,10.95,14.61,40.0,6.45551867219917,0.3374999999999999,0.1111111111111111,0,13.3,0.24318,new,0,1,0,0.3251656837817642,medium,0,2,1,0,0,0,0,0.0,Low,97.31506849315069
A4027,air_conditioner,CLASSROOM449,classroom,2023-12-31,5,22,False,1.0,3.34,400.9,264,1,27.6,0.8,0.8,38.99,1910.2,13.09,14.8,80.0,2.6549668874172183,0.1391666666666666,0.1666666666666666,1,11.39,0.249536,new,0,1,0,0.4614800188910684,high,0,0,1,0,0,0,0,0.0,Low,80.66780821917808
P4028,Projector,SEMINAR357,seminar_room,2019-06-16,56,3,False,1.0,9.27,12452.54,288,9,26.32,2.0,0.3,62.69,368.8,57.31,196.0,30.0,7.407816775728733,0.38625,0.1578947368421052,1,36.37,0.37614,mature,1,0,0,0.7980189403697248,critical,2,3,0,0,0,0,0,1.0,Critical,41.27397260273972
A4029,air_conditioner,CLASSROOM780,classroom,2021-04-29,42,41,False,0.2,0.62,624.43,81,7,29.51,0.8,0.8,35.72,2086.96,23.44,22.07,80.0,0.4951863600317208,0.0258333333333333,0.1627906976744186,0,6.209999999999997,0.228608,mature,0,1,0,0.3826004990515741,medium,0,0,0,0,0,0,0,0.0,Low,83.95205479452055
P4030,Projector,SEMINAR913,seminar_room,2019-11-09,52,7,False,1.0,3.41,4253.74,43,8,30.77,2.0,0.3,59.47,353.49,34.74,132.45,30.0,2.725009609224856,0.1420833333333333,0.1509433962264151,0,28.7,0.3568199999999999,mature,1,0,0,0.3965095915698561,medium,2,3,0,0,0,0,0,1.0,Critical,59.054794520547944
P4031,Podium,SEMINAR916,seminar_room,2023-12-20,13,3,False,1.0,11.76,3669.91,41,2,32.0,2.0,0.3,34.77,176.53,18.09,56.53,30.0,9.385959079283888,0.49,0.1428571428571428,0,2.770000000000003,0.20862,young,0,0,1,0.2752355275083587,medium,1,3,2,0,0,0,0,0.0,Low,93.9417808219178
A4032,air_conditioner,SEMINAR529,seminar_room,2021-10-25,29,11,False,1.0,2.63,1829.07,212,4,31.56,1.5,0.4,39.42,2232.36,21.2,48.56,40.0,2.0999655568312283,0.1095833333333333,0.1333333333333333,1,7.860000000000003,0.23652,young,0,1,0,0.4920547702507096,high,0,3,2,0,0,0,0,0.0,Low,78.22945205479452
A4033,air_conditioner,CLASSROOM349,classroom,2020-05-14,49,21,False,1.0,4.46,5248.55,136,8,31.19,0.8,0.8,39.86,2435.26,30.18,39.64,80.0,3.5680149558123726,0.1858333333333333,0.16,0,8.669999999999998,0.255104,mature,0,1,0,0.4696497028019471,high,0,0,0,0,0,0,0,1.0,Critical,53.43493150684931
P4034,Podium,CLASSROOM514,classroom,2022-06-21,29,45,False,0.2,2.19,1522.19,44,4,28.93,1.5,0.4,32.01,163.0,16.75,38.67,40.0,1.7476349024110218,0.09125,0.1333333333333333,0,3.0799999999999983,0.19206,young,0,0,1,0.2544741763479741,medium,1,0,2,0,0,0,0,0.0,Low,89.73630136986301
A4035,air_conditioner,SEMINAR256,seminar_room,2022-03-23,23,6,False,1.0,6.62,3651.64,190,3,27.41,2.0,0.3,34.35,2186.34,26.99,68.46,30.0,5.284573082489146,0.2758333333333333,0.125,1,6.940000000000001,0.2061,young,0,1,0,0.4971175599765978,high,0,3,2,0,0,0,0,0.0,Low,81.23630136986301
P4036,Podium,CLASSROOM446,classroom,2020-12-15,42,22,False,1.0,9.55,9622.49,126,7,28.36,0.8,0.8,41.82,170.87,49.02,63.69,80.0,7.630840602696272,0.3979166666666667,0.1627906976744186,0,13.46,0.267648,mature,0,0,1,0.5059148605043328,high,1,0,0,0,0,0,0,1.0,Critical,55.869863013698634
A4037,air_conditioner,SEMINAR843,seminar_room,2021-03-12,39,21,False,1.0,10.48,9810.63,285,6,26.62,0.8,0.8,42.69,2637.7,38.24,54.43,80.0,8.37799316823228,0.4366666666666667,0.15,1,16.069999999999997,0.273216,mature,0,1,0,0.7252529833628324,critical,0,3,0,0,0,0,0,0.0,Low,70.72945205479452
A4038,air_conditioner,LECTURE359,lecture_hall,2023-03-04,5,31,False,1.0,8.5,1019.51,130,1,26.12,0.8,0.8,37.23,1948.6,8.06,10.5,80.0,6.751721854304636,0.3541666666666667,0.1666666666666666,0,11.109999999999996,0.238272,new,0,1,0,0.3476247177093398,medium,0,2,1,0,0,0,0,0.0,Low,89.8458904109589
P4039,Projector,LECTURE918,lecture_hall,2021-03-04,41,29,False,1.0,9.43,9282.93,89,6,31.19,0.8,0.8,61.42,357.29,44.09,64.31,80.0,7.540966693744923,0.3929166666666666,0.1428571428571428,0,30.23,0.3930880000000001,mature,1,0,0,0.5893362325091198,high,2,2,0,0,0,0,0,1.0,Critical,58.6541095890411
P4040,Projector,CLASSROOM618,classroom,2020-01-16,58,43,False,0.2,0.69,962.46,25,9,28.44,1.5,0.4,44.56,342.56,26.21,59.7,40.0,0.5528202182653648,0.0287499999999999,0.1525423728813559,0,16.12,0.26736,mature,1,0,0,0.4625390906560301,high,2,0,0,0,0,0,0,1.0,Critical,58.78767123287672
P4041,Podium,SEMINAR869,seminar_room,2022-06-18,32,5,False,1.0,9.32,7158.91,75,5,27.88,2.0,0.3,37.09,181.44,35.91,116.09,30.0,7.449438085327784,0.3883333333333333,0.1515151515151515,0,9.210000000000004,0.22254,young,0,0,1,0.4230331184203231,high,1,3,2,0,0,0,0,1.0,Critical,61.86301369863014
A4042,air_conditioner,LAB600,lab,2024-09-01,6,9,False,1.0,5.35,769.93,193,1,26.46,1.5,0.4,39.38,2184.68,16.77,24.43,40.0,4.253756906077348,0.2229166666666666,0.1428571428571428,1,12.920000000000002,0.23628,new,0,1,0,0.389799521942727,medium,0,1,1,0,0,0,0,0.0,Low,85.28082191780823
A4043,air_conditioner,SEMINAR617,seminar_room,2023-06-27,4,43,False,0.2,0.55,52.5,9,1,28.24,1.5,0.4,28.7,1961.56,11.27,4.01,40.0,0.4338842975206611,0.0229166666666666,0.2,0,0.4600000000000008,0.1722,new,0,1,0,0.1448061521138566,low,0,3,1,0,0,0,0,0.0,Low,98.38356164383562
P4044,Projector,LECTURE668,lecture_hall,2020-03-19,57,47,False,0.2,1.09,1488.86,7,9,31.05,1.5,0.4,50.59,334.71,24.66,62.53,40.0,0.8701694915254237,0.0454166666666666,0.1551724137931034,0,19.540000000000003,0.3035400000000001,mature,1,0,0,0.4711867390481221,high,2,2,0,0,0,0,0,1.0,Critical,60.27054794520548
A4045,air_conditioner,CLASSROOM981,classroom,2021-02-09,46,47,False,0.2,2.0,2212.51,276,7,28.97,1.5,0.4,41.81,2460.62,23.03,68.56,40.0,1.6021071687183202,0.0833333333333333,0.1489361702127659,1,12.840000000000003,0.2508600000000001,mature,0,1,0,0.5069207039515913,high,0,0,0,0,0,0,0,0.0,Low,69.5958904109589
P4046,Podium,CLASSROOM193,classroom,2019-10-29,56,23,False,1.0,11.4,15321.58,213,9,31.68,0.8,0.8,48.88,211.15,56.95,76.6,80.0,9.114562760261748,0.475,0.1578947368421052,1,17.200000000000003,0.312832,mature,0,0,1,0.7542649090695089,critical,1,0,0,0,0,0,0,1.0,Critical,46.41095890410959
A4047,air_conditioner,CLASSROOM619,classroom,2021-08-18,35,27,False,1.0,5.48,4606.24,251,5,30.22,0.8,0.8,46.47,2403.56,25.46,37.44,80.0,4.382721217887726,0.2283333333333333,0.1388888888888889,1,16.25,0.297408,young,0,1,0,0.5896173198937555,high,0,0,2,0,0,0,0,0.0,Low,74.0582191780822
P4048,Projector,CLASSROOM492,classroom,2021-02-28,38,15,True,1.0,2.04,1863.6,18,6,28.14,1.5,0.4,45.11,310.53,20.39,54.79,40.0,1.6333041191936897,0.085,0.1538461538461538,0,16.97,0.27066,mature,1,0,0,0.3864740858631849,medium,2,0,0,0,0,0,0,0.0,Low,89.26712328767124
A4049,air_conditioner,CLASSROOM537,classroom,2020-09-30,41,7,False,1.0,7.87,7746.35,93,6,31.83,2.0,0.3,39.41,2166.32,32.83,102.98,30.0,6.292729488220959,0.3279166666666667,0.1428571428571428,0,7.579999999999998,0.2364599999999999,mature,0,1,0,0.549912860483661,high,0,0,0,0,0,0,0,0.0,Low,83.38013698630137
P4050,Projector,SEMINAR874,seminar_room,2021-03-06,30,34,False,1.0,6.22,4474.84,52,5,28.69,0.8,0.8,53.07,326.74,35.87,46.45,80.0,4.966526082130966,0.2591666666666666,0.1612903225806451,0,24.38,0.339648,young,1,0,0,0.3838314758680567,medium,2,3,2,0,0,0,0,0.0,Low,88.93835616438356
P4051,Podium,CLASSROOM747,classroom,2023-02-18,29,28,False,1.0,8.81,6132.9,138,4,28.95,0.8,0.8,44.6,176.68,28.78,45.33,80.0,7.04121699196326,0.3670833333333334,0.1333333333333333,0,15.650000000000002,0.2854400000000001,young,0,0,1,0.4443895572789236,high,1,0,2,0,0,0,0,1.0,Critical,58.29794520547945
A4052,air_conditioner,LAB114,lab,2024-09-29,4,5,False,1.0,2.12,203.75,94,1,28.59,2.0,0.3,31.12,2015.1,7.55,15.8,30.0,1.6838842975206612,0.0883333333333333,0.2,0,2.530000000000001,0.18672,new,0,1,0,0.2202142441374951,medium,0,1,1,0,0,0,0,0.0,Low,92.56164383561644
