,predicted_failure_prob,predicted_urgency,age_months,equipment_type
2136,0.46634683026024726,high,29,podium
2690,0.4662666364369077,high,22,air_conditioner
2330,0.46611989516555796,high,48,podium
57,0.46592140573453766,high,33,air_conditioner
4504,0.46585448255979944,high,32,projector
744,0.4657333087856488,high,52,projector
313,0.465673389929883,high,24,air_conditioner
4892,0.4655232261187392,high,48,podium
4982,0.4651836599768029,high,36,air_conditioner
1966,0.46509129747651123,high,28,air_conditioner
2007,0.4650323080929072,high,52,air_conditioner
4118,0.46497570228814716,high,14,projector
249,0.46491648444687345,high,40,projector
2278,0.46485159992937736,high,2,projector
1177,0.4647948936733291,high,36,podium
3878,0.46469233679980826,high,5,air_conditioner
2339,0.4646659097771732,high,23,air_conditioner
649,0.4646506738398203,high,49,projector
275,0.46463516349609296,high,23,projector
4284,0.46457844562666883,high,44,podium
1155,0.4644281592434977,high,36,podium
1534,0.4643941293566761,high,6,projector
2557,0.46437434730058563,high,19,podium
2509,0.46434038578884623,high,35,air_conditioner
4077,0.4643345440242473,high,38,projector
4185,0.46420310030146555,high,27,air_conditioner
1793,0.4641882493102667,high,59,air_conditioner
3552,0.4640526456676126,high,30,air_conditioner
1257,0.463986099741903,high,22,air_conditioner
3640,0.4638242970192939,high,44,projector
3057,0.4635348578185778,high,21,air_conditioner
3770,0.4634982695170534,high,44,podium
522,0.46348279501488665,high,22,podium
3964,0.46340249582827986,high,18,projector
979,0.463265929664231,high,31,projector
4487,0.4631985723122621,high,41,air_conditioner
1020,0.4631063002804736,high,22,projector
3451,0.4630867070958557,high,42,air_conditioner
48,0.4630739647482569,high,51,air_conditioner
3472,0.46306780668822956,high,36,air_conditioner
3177,0.4629940523276724,high,55,projector
2773,0.4629506198910815,high,33,air_conditioner
2315,0.46254005357005656,high,39,podium
4616,0.46247652477801415,high,9,projector
693,0.4624340602804029,high,24,podium
1225,0.4623622282395192,high,27,projector
3614,0.4623610708027053,high,17,air_conditioner
978,0.46233330559300445,high,25,air_conditioner
3618,0.4623291178424263,high,7,projector
82,0.462152255191013,high,37,air_conditioner
2469,0.46214682272648516,high,4,air_conditioner
2255,0.462119804681006,high,12,air_conditioner
2133,0.4620845242417459,high,30,air_conditioner
455,0.4620261609070438,high,6,air_conditioner
3966,0.46183164434748225,high,33,air_conditioner
1317,0.461773629382475,high,17,projector
3643,0.4617378500798109,high,22,projector
420,0.46170309135159227,high,17,podium
4480,0.4616914463437555,high,42,podium
2654,0.4616818018934578,high,13,air_conditioner
2646,0.46156991562820365,high,14,projector
1212,0.46155754137508836,high,30,projector
3377,0.46141762397710956,high,15,air_conditioner
2067,0.4613542608119396,high,30,air_conditioner
2290,0.4613323647314855,high,18,air_conditioner
4804,0.4612981836314992,high,9,projector
4844,0.46129759524833364,high,33,air_conditioner
2057,0.46128785408009954,high,22,projector
1689,0.46126286500577646,high,35,projector
2029,0.46124047882254937,high,19,projector
3668,0.46114972373300633,high,22,projector
4909,0.46109409274711494,high,20,projector
3525,0.4610740577079495,high,9,projector
4187,0.46103930334440046,high,16,projector
3935,0.46096169545876753,high,20,projector
3364,0.46094408042330104,high,39,podium
1458,0.46093383288798667,high,31,air_conditioner
225,0.460833855825244,high,47,projector
929,0.46083301274010124,high,39,air_conditioner
4109,0.46076982206365547,high,53,projector
2677,0.46058734502021464,high,12,projector
107,0.4605836943965331,high,10,projector
4483,0.4605333947324288,high,46,air_conditioner
2359,0.46039174303952,high,52,podium
3812,0.4603456497486039,high,21,air_conditioner
391,0.46032192464748173,high,44,air_conditioner
1149,0.46002933612240193,high,50,air_conditioner
3968,0.46002090547415575,high,23,air_conditioner
4841,0.4599864205502887,high,34,podium
129,0.45980574726666823,high,42,air_conditioner
2023,0.4596775523096482,high,19,air_conditioner
3395,0.4596625913779571,high,29,podium
175,0.45952778447288634,high,23,projector
3248,0.45949834369776843,high,33,projector
2098,0.4593639486293153,high,17,projector
4030,0.4592396758876624,high,26,projector
4143,0.459237414954782,high,42,projector
3698,0.4591980967999518,high,42,podium
789,0.4591238200564163,high,19,podium
2957,0.4590753599340295,high,39,podium
2006,0.4590304941877328,high,19,projector
3718,0.45899406183435304,high,17,projector
2309,0.45898913322864554,high,14,projector
3082,0.4589783014077357,high,24,projector
545,0.4588926060111728,high,59,podium
4571,0.45884542974796777,high,38,podium
1512,0.4585345086484466,high,58,projector
4558,0.4585311088117585,high,58,podium
4686,0.4584269898462295,high,29,air_conditioner
1496,0.4583931567341756,high,45,air_conditioner
730,0.45823239452090264,high,18,air_conditioner
4615,0.45818911352998076,high,29,air_conditioner
119,0.4581339364134413,high,7,projector
1192,0.4579529737121262,high,30,air_conditioner
3094,0.4577593888324119,high,15,projector
940,0.4577212963594293,high,38,projector
111,0.4573957736559971,high,8,projector
3915,0.45732822614384316,high,46,air_conditioner
2784,0.4572260656850752,high,44,projector
4585,0.45704314183507677,high,23,projector
4879,0.4570185278817352,high,44,projector
4250,0.45695486593033013,high,40,podium
4508,0.4568212646019199,high,38,projector
1132,0.45670436862176994,high,23,projector
4114,0.45669158782160024,high,6,air_conditioner
976,0.45668889429882925,high,27,air_conditioner
63,0.4565946255716501,high,52,projector
2875,0.45658623878301136,high,29,projector
1213,0.45654310992063796,high,53,projector
724,0.4565079970632098,high,53,podium
3712,0.45644757966248,high,56,podium
933,0.4563343352758667,high,10,projector
2975,0.4561589539712901,high,32,projector
87,0.45601764036538195,high,13,air_conditioner
1298,0.4559594996722831,high,34,podium
3478,0.45587951709790253,high,7,air_conditioner
775,0.45582078643529955,high,56,air_conditioner
3299,0.4557493980965114,high,33,air_conditioner
707,0.45565396662075797,high,17,air_conditioner
1079,0.45564811061434324,high,34,podium
4025,0.455645990381885,high,26,projector
2609,0.4555793463638643,high,30,air_conditioner
1655,0.45557218510405534,high,7,air_conditioner
3058,0.45551113966231477,high,37,air_conditioner
1407,0.45541855150929256,high,31,podium
4880,0.45536492510774546,high,28,podium
1780,0.4552360073530894,high,57,podium
3200,0.45517881413138594,high,2,podium
2066,0.4549718926161712,high,22,podium
2492,0.4548872963024617,high,20,air_conditioner
2950,0.4548830232801352,high,34,podium
2157,0.4548498091455054,high,29,projector
417,0.45479840922405906,high,59,podium
3143,0.45477765034651363,high,31,projector
4375,0.4547690956586855,high,55,air_conditioner
3825,0.45475234031113476,high,57,projector
2814,0.45469765534069717,high,21,podium
3417,0.4545738845824303,high,54,podium
1672,0.45455815047295756,high,49,podium
4562,0.45454030842626775,high,28,projector
3790,0.4545380659175621,high,23,air_conditioner
2965,0.4545029294881623,high,5,air_conditioner
4872,0.4543622021547215,high,55,projector
4246,0.4543469240834585,high,36,podium
3843,0.45426622888285906,high,58,podium
1666,0.4541782761871779,high,37,air_conditioner
1375,0.4541551368912387,high,52,projector
3828,0.45413860242462517,high,15,projector
3819,0.4539525544524454,high,11,podium
1346,0.45390619178979486,high,49,podium
24,0.45384872427427453,high,9,projector
779,0.45379689129376216,high,35,projector
419,0.4536534806145817,high,25,projector
2648,0.45364012616721056,high,17,projector
221,0.4536165401588717,high,41,podium
3507,0.4534906094483992,high,49,podium
3740,0.4534587202315231,high,28,air_conditioner
3765,0.45325852344222994,high,45,projector
83,0.4532439532405486,high,24,air_conditioner
3389,0.453195021509026,high,12,projector
1366,0.4531177184122299,high,32,projector
1910,0.4530312636760863,high,33,podium
2049,0.4529920242974891,high,15,projector
3285,0.4529767113502974,high,51,air_conditioner
1207,0.4529037812774749,high,56,podium
4555,0.4528226347514067,high,48,podium
1578,0.4526857964173563,high,22,podium
2878,0.452665662752244,high,26,podium
2838,0.4525226499945304,high,49,air_conditioner
2385,0.45241257074594465,high,27,projector
2704,0.45236523975926407,high,26,air_conditioner
850,0.4523649042113371,high,36,projector
4682,0.45231693262617356,high,40,podium
4520,0.45223225842810255,high,15,projector
1115,0.4521026911754499,high,16,projector
273,0.45207663367212964,high,20,podium
4316,0.45205590338970913,high,12,projector
4849,0.4518588480271083,high,21,air_conditioner
314,0.451830403457338,high,33,air_conditioner
4501,0.4517750262531045,high,40,air_conditioner
7,0.4516800515802179,high,14,air_conditioner
756,0.4516623896941612,high,11,air_conditioner
1954,0.4516366684683449,high,49,podium
3370,0.4515110335363512,high,8,projector
1917,0.45149921276608584,high,39,air_conditioner
565,0.45149419036424054,high,17,air_conditioner
4342,0.4514306984611792,high,37,podium
4992,0.451352653117543,high,35,air_conditioner
672,0.4513474753019014,high,47,projector
710,0.45132866530183235,high,43,podium
2013,0.4509170007908598,high,32,air_conditioner
3527,0.45089500992513315,high,49,air_conditioner
3793,0.4508685483220818,high,14,projector
1000,0.45058017773214665,high,27,air_conditioner
1638,0.4505338190898028,high,28,air_conditioner
969,0.45053297830648187,high,14,air_conditioner
4220,0.4503522153307454,high,43,podium
4780,0.4502903248269032,high,41,air_conditioner
529,0.4502019809198991,high,31,projector
195,0.45011455202952283,high,40,podium
4132,0.45008251459088117,high,48,podium
2504,0.45006267150259516,high,35,air_conditioner
4158,0.4500622283241322,high,1,projector
535,0.45000391370764725,high,52,podium
2591,0.4499740641725687,high,30,air_conditioner
3289,0.44990806771776737,high,56,podium
2193,0.4498001731180614,high,36,podium
4283,0.4497353727954486,high,9,projector
2527,0.4497239602444276,high,50,projector
3341,0.4497002215163634,high,36,air_conditioner
4434,0.4495942895745972,high,11,podium
180,0.4495661463777685,high,19,projector
4670,0.4495126940594835,high,4,air_conditioner
205,0.449433682335553,high,36,podium
1918,0.44928962988187937,high,16,air_conditioner
4985,0.4492543476123202,high,34,projector
632,0.44913796743807305,high,35,podium
959,0.4488398083828289,high,26,podium
4526,0.4488155685483621,high,49,projector
3869,0.44875373285895986,high,22,air_conditioner
884,0.44872642320858047,high,24,projector
2903,0.44861407301229334,high,24,projector
795,0.4485500826899427,high,42,podium
266,0.44848803198882753,high,48,air_conditioner
613,0.448465139671239,high,32,air_conditioner
10,0.4484342170939951,high,33,projector
2114,0.4482612237493493,high,16,projector
3107,0.44796536535555986,high,48,podium
341,0.4479554507332468,high,57,projector
3615,0.4479294827048312,high,42,podium
3720,0.4479245314936991,high,42,podium
1264,0.4478523215177828,high,44,projector
4241,0.4478103646967161,high,34,air_conditioner
71,0.44775071747179285,high,43,air_conditioner
2823,0.44753077487427523,high,15,air_conditioner
3124,0.4474380616399088,high,26,air_conditioner
393,0.4473267167841833,high,12,podium
2666,0.4472570187570328,high,21,air_conditioner
4317,0.4472088421920902,high,12,projector
4016,0.447153514255478,high,57,podium
1630,0.447115801810838,high,56,air_conditioner
840,0.4470984863643001,high,5,projector
1291,0.44709729289651007,high,11,podium
1227,0.4470883176258045,high,51,podium
3516,0.44708160636030075,high,41,podium
3654,0.4469937258186052,high,14,projector
3500,0.44693264376083564,high,57,air_conditioner
689,0.44691675637706635,high,41,podium
3506,0.44684497436088355,high,42,projector
3050,0.44681921617891307,high,30,projector
53,0.4466895255628127,high,38,projector
2039,0.4466666585959584,high,49,air_conditioner
825,0.4465600086404037,high,46,air_conditioner
2500,0.44647943317426175,high,41,podium
4564,0.4464746189859591,high,45,podium
2347,0.44642415657427675,high,12,projector
1824,0.44633303095229215,high,25,air_conditioner
1536,0.4462865496062386,high,28,podium
3371,0.44607560894655585,high,19,projector
921,0.4460582960518115,high,35,air_conditioner
1479,0.4459699150029507,high,50,podium
4733,0.44593038510277794,high,25,air_conditioner
3060,0.44572319169018626,high,2,air_conditioner
2279,0.4456780213107444,high,50,projector
304,0.4456659281083899,high,19,air_conditioner
3996,0.4456173215910915,high,4,podium
3986,0.4454740541941655,high,7,projector
303,0.4454248023433358,high,35,projector
43,0.4452978173947733,high,34,air_conditioner
3121,0.4452640644409134,high,43,projector
2236,0.44512986479897404,high,24,projector
236,0.4451090910682275,high,24,projector
4013,0.444859596966262,high,59,podium
2599,0.44468527910965266,high,47,podium
4919,0.44467165334666836,high,22,podium
3198,0.4446248346051706,high,39,projector
2996,0.444617064727805,high,3,projector
4386,0.44457245770226733,high,36,podium
2623,0.4445666340318818,high,45,podium
1325,0.44454246510623524,high,24,air_conditioner
1702,0.4444972350224471,high,44,air_conditioner
4963,0.4444160609513203,high,13,podium
1927,0.44433537095006753,high,42,projector
2973,0.4441025069249366,high,1,air_conditioner
468,0.4440844893592391,high,13,projector
2674,0.4440563380384419,high,7,projector
4871,0.4438931563202467,high,11,air_conditioner
4445,0.44385713848000674,high,2,air_conditioner
406,0.44381632230611756,high,26,projector
3231,0.4438048332953956,high,56,podium
1525,0.4437000660317403,high,23,podium
3979,0.44367067373536734,high,10,air_conditioner
1398,0.44354626438685546,high,16,projector
1049,0.4433768099370425,high,22,projector
4629,0.4433215779919876,high,34,podium
11,0.4433168613222203,high,56,air_conditioner
3895,0.44328299486597,high,13,projector
4727,0.4431561584544484,high,43,air_conditioner
1026,0.443063031335025,high,57,air_conditioner
3448,0.4430070970150491,high,23,air_conditioner
2151,0.44281261226731367,high,13,podium
2374,0.4427170952367436,high,51,podium
2165,0.4427154196867912,high,4,air_conditioner
1759,0.4426222927491969,high,32,air_conditioner
122,0.44256560241433957,high,17,air_conditioner
1147,0.4425342027288994,high,22,projector
2846,0.4424971997060908,high,30,podium
4472,0.44247125198085435,high,27,air_conditioner
414,0.4424220271932756,high,36,podium
3975,0.4423199789179338,high,57,projector
942,0.44222708036482333,high,10,projector
453,0.4421888372144662,high,29,air_conditioner
503,0.4421383264428057,high,19,projector
1859,0.44213100718553444,high,11,projector
713,0.44209168812200855,high,50,air_conditioner
3083,0.44209059367511844,high,35,podium
27,0.4420345024082921,high,16,air_conditioner
975,0.44190188169536293,high,38,air_conditioner
1726,0.44188845316264536,high,48,air_conditioner
2570,0.44183839007802855,high,14,projector
1163,0.4418052115564033,high,38,air_conditioner
2822,0.44179632044778394,high,39,projector
4058,0.4417454541736924,high,13,air_conditioner
1286,0.44167646148947576,high,26,projector
2240,0.441524891744567,high,7,projector
4153,0.44149551216546057,high,50,podium
2976,0.44144898268635696,high,11,air_conditioner
4160,0.4413619227362211,high,58,podium
2027,0.441357444489664,high,47,projector
3325,0.4413385195330014,high,11,projector
1781,0.44129124412080556,high,15,projector
3483,0.4412666537601633,high,52,projector
4538,0.44118087605874434,high,45,projector
3616,0.44116055857263975,high,49,air_conditioner
4247,0.44113129563768694,high,45,projector
3513,0.44095961083521945,high,3,air_conditioner
854,0.4409391944464208,high,6,air_conditioner
4172,0.4407731235363933,high,22,projector
698,0.4405710805166234,high,19,podium
1329,0.4405180868178913,high,38,air_conditioner
1080,0.44045042947761304,high,33,podium
3063,0.4403770714088573,high,6,air_conditioner
3731,0.4403386543590752,high,12,podium
747,0.4402583848399502,high,8,podium
3762,0.4401436964159213,high,45,podium
1244,0.4400380024820037,high,9,projector
729,0.4399632232725444,high,30,podium
2273,0.4399527722191369,high,11,air_conditioner
1850,0.43991844799228697,high,6,projector
2016,0.4398254909340207,high,48,podium
1506,0.43981841418267226,high,21,air_conditioner
4189,0.43975194362380254,high,29,air_conditioner
914,0.43970161501891525,high,17,air_conditioner
4169,0.4394679307449486,high,49,podium
4579,0.4394166192789208,high,41,podium
1473,0.43916448313392037,high,51,podium
3674,0.43914333123482496,high,46,air_conditioner
2183,0.43913518666712553,high,25,projector
3678,0.4391341608632028,high,57,podium
4964,0.43911191340237254,high,20,air_conditioner
1495,0.43896794459449884,high,17,projector
3648,0.4389456633847749,high,30,podium
3337,0.43867896396449135,high,39,podium
792,0.4386398590473626,high,25,projector
89,0.43852741669520134,high,23,projector
3749,0.438513389793279,high,50,podium
2971,0.43841991766409494,high,13,air_conditioner
3020,0.4384122884264505,high,54,podium
934,0.4383038192336748,high,22,air_conditioner
343,0.43829161139161005,high,19,air_conditioner
4224,0.4382494174376002,high,30,podium
4063,0.4381814706832849,high,18,podium
4603,0.43816899276275345,high,36,podium
4593,0.43804185317808686,high,21,projector
3680,0.43793015673769353,high,14,projector
1438,0.43786325751376154,high,48,air_conditioner
4037,0.43785522257191567,high,38,air_conditioner
4511,0.4378117359224242,high,1,podium
3511,0.4377909781401427,high,32,air_conditioner
4351,0.43772704175296134,high,19,projector
3059,0.43767873492146137,high,18,podium
4256,0.4376557820329942,high,36,air_conditioner
754,0.4376189085599334,high,8,air_conditioner
1606,0.4375952798623838,high,31,podium
4901,0.4375648994934564,high,9,projector
2442,0.43749176153040015,high,53,podium
3300,0.43735329670702433,high,42,podium
1236,0.43717021711141024,high,23,projector
971,0.4371666534739153,high,29,projector
3629,0.4371197677469051,high,29,projector
3781,0.4371099806032793,high,39,air_conditioner
4672,0.43700682016897285,high,20,air_conditioner
1394,0.4369865691545952,high,37,podium
1951,0.4369029492621085,high,51,projector
2830,0.4367665116317372,high,38,podium
737,0.4366853239054054,high,34,projector
1367,0.436634297052595,high,53,air_conditioner
256,0.4365153847156238,high,40,projector
4921,0.4364295247653863,high,20,projector
2925,0.4363745003004384,high,17,projector
4429,0.4361787497262187,high,40,air_conditioner
2626,0.43609233576262335,high,19,projector
712,0.43608735051080877,high,28,podium
2230,0.43608720703022424,high,46,air_conditioner
751,0.43583817320406715,high,52,podium
1567,0.43582108595820784,high,38,projector
152,0.4356586595591157,high,54,projector
1175,0.435373564769871,high,30,air_conditioner
4692,0.4352348136587293,high,24,air_conditioner
16,0.43520748005376986,high,25,air_conditioner
4737,0.4349759285749568,high,26,projector
4714,0.4349199987158754,high,12,podium
1647,0.43491030242433737,high,13,projector
240,0.43489371046951586,high,29,podium
2371,0.4348908828442614,high,11,projector
4760,0.43479759497565396,high,26,projector
903,0.4347182730415395,high,4,projector
1339,0.4345039746529734,high,22,air_conditioner
2532,0.43450089042436224,high,40,air_conditioner
4206,0.4344774562075551,high,32,podium
3040,0.43442598888178585,high,58,projector
1231,0.43437135704230945,high,4,projector
4002,0.4343582513563892,high,19,projector
4060,0.4342222170368094,high,21,air_conditioner
3027,0.4341951460299797,high,5,air_conditioner
3679,0.43412916668919665,high,59,podium
1189,0.43410033594595027,high,10,air_conditioner
482,0.4339687441259705,high,11,projector
827,0.4338925952330532,high,48,podium
3581,0.4338839939166398,high,21,projector
2665,0.43387728518094776,high,23,projector
1340,0.43385296962498665,high,51,air_conditioner
4414,0.4336574214425581,high,11,projector
4194,0.4334901283383373,high,30,podium
4403,0.4334127386901017,high,59,air_conditioner
4693,0.43337958681813693,high,58,air_conditioner
1005,0.4333749835476093,high,14,projector
1588,0.43336583361127184,high,51,podium
3044,0.4332798315386775,high,57,projector
2170,0.4332521210041876,high,18,air_conditioner
4973,0.433204926723514,high,8,projector
2635,0.43308250550558713,high,33,podium
1187,0.4329293329117431,high,47,projector
2701,0.43277693395913874,high,47,podium
2728,0.4327753609665132,high,3,projector
1920,0.43273932516120817,high,13,projector
2495,0.4326355592099146,high,21,air_conditioner
2314,0.43261868277096543,high,2,podium
1153,0.43261834905225405,high,38,projector
3413,0.4325618327864227,high,17,podium
4399,0.43254203174853256,high,1,air_conditioner
1532,0.4323841490138931,high,19,air_conditioner
1460,0.432324869933411,high,36,projector
1256,0.43227840214668733,high,49,podium
1423,0.43226787870549177,high,28,air_conditioner
766,0.4322192725330208,high,41,podium
4277,0.43219959435822947,high,4,podium
2295,0.43217934658706875,high,25,projector
193,0.43212865085690605,high,8,podium
2729,0.4321200187145435,high,12,projector
2871,0.4320839157119241,high,29,projector
1829,0.43201600595993117,high,29,podium
1282,0.4317873495172214,high,38,podium
4213,0.43150485000589706,high,2,podium
4417,0.4314533515909097,high,3,air_conditioner
3014,0.4313261662527047,high,16,projector
2603,0.43124592908601717,high,32,air_conditioner
3310,0.4312076776995814,high,32,air_conditioner
336,0.4309114823765443,high,49,podium
141,0.4308643425966367,high,2,projector
97,0.4305763378767009,high,8,air_conditioner
4890,0.4305662384311203,high,6,podium
4130,0.4305272738105845,high,1,podium
842,0.43040356300122096,high,35,air_conditioner
1152,0.43039592938159227,high,13,projector
2119,0.4303920530407088,high,25,air_conditioner
428,0.43030650070920506,high,33,projector
3606,0.43028737897931163,high,19,projector
3157,0.43012083735466683,high,29,projector
3411,0.430051770193964,high,50,podium
4065,0.4300238183068303,high,43,podium
3594,0.42983730218016314,high,57,air_conditioner
4079,0.42968138516274057,high,28,air_conditioner
1129,0.4296466143093246,high,45,air_conditioner
1797,0.4296133423960671,high,15,projector
2321,0.4294695272091577,high,34,projector
958,0.4294657892786954,high,49,podium
1521,0.42943603066843367,high,8,air_conditioner
3188,0.42931883588178005,high,44,projector
2501,0.42916381548134613,high,38,podium
2318,0.42913538300552345,high,7,projector
305,0.42910295567693124,high,41,projector
2818,0.42893576569400765,high,26,podium
2221,0.4288181573419356,high,26,air_conditioner
3252,0.4285113084682823,high,19,projector
2271,0.42833934826291936,high,53,projector
4855,0.42829656840906893,high,15,projector
2573,0.4282825319493491,high,14,air_conditioner
3174,0.4281513778798552,high,19,projector
1761,0.42809919095497084,high,42,podium
4640,0.4280265141321575,high,36,podium
3009,0.4279813453904687,high,7,air_conditioner
3192,0.4278746646643124,high,34,air_conditioner
4634,0.42778579113825205,high,46,podium
4961,0.4277530288197433,high,32,podium
2972,0.4275805210602281,high,46,projector
2120,0.4275540132722012,high,3,air_conditioner
20,0.427493045317043,high,32,air_conditioner
2222,0.42743827531485423,high,30,podium
4701,0.42742773974234516,high,6,podium
3464,0.4274097445737778,high,11,projector
723,0.4272632019248499,high,53,air_conditioner
252,0.42724582214444273,high,7,projector
4129,0.4268246721441546,high,33,podium
237,0.4267398139854909,high,27,air_conditioner
1140,0.4265922546988831,high,8,air_conditioner
1967,0.4265739794266022,high,29,projector
1826,0.42655167693980495,high,32,podium
2378,0.4264398321384462,high,40,air_conditioner
2266,0.426269321960954,high,29,projector
1021,0.42613753738404936,high,37,podium
2037,0.42610316738687304,high,14,podium
2897,0.4260211042150913,high,36,podium
953,0.42568589387444333,high,58,podium
2589,0.4255506824021645,high,24,projector
483,0.42539403915444135,high,39,projector
77,0.42537659298940805,high,25,air_conditioner
1576,0.42531625250054284,high,26,projector
4441,0.42527472669078503,high,38,podium
3099,0.4252490444134861,high,55,air_conditioner
2607,0.42523751356864603,high,47,projector
1570,0.4252248606273346,high,21,air_conditioner
4913,0.4251889947053814,high,32,air_conditioner
1461,0.4250606361459622,high,57,podium
2158,0.42487505421566674,high,7,projector
4287,0.42486691924505565,high,14,projector
4484,0.42477866665394637,high,18,projector
1903,0.4246418181700266,high,50,air_conditioner
4249,0.42461391062503695,high,27,projector
4683,0.4246077195765211,high,3,projector
1093,0.4244605738230685,high,11,projector
3783,0.42435405966734563,high,24,air_conditioner
1833,0.4242920414057414,high,54,podium
776,0.42429141102340484,high,12,projector
1355,0.42428596858757844,high,16,podium
4276,0.4242814788861737,high,42,air_conditioner
1789,0.42426670133435895,high,4,projector
1801,0.42425470855960146,high,44,podium
1818,0.4242350888278065,high,55,projector
3160,0.4242230778501424,high,8,projector
485,0.42417980459435495,high,33,podium
4309,0.42412475389452653,high,33,projector
725,0.4240704706550999,high,38,podium
4903,0.4240569231912972,high,24,air_conditioner
4078,0.4240563021459522,high,51,projector
1261,0.4239709480489637,high,33,projector
4203,0.4239473157446273,high,39,air_conditioner
2854,0.42373564157850413,high,10,air_conditioner
2977,0.4237167212103721,high,50,podium
4652,0.42371267811415714,high,42,air_conditioner
2763,0.4236777290891508,high,44,projector
1871,0.4236579860262087,high,43,projector
1120,0.42348815889567215,high,24,air_conditioner
3576,0.42324604598505877,high,24,projector
2094,0.4231995635789353,high,13,air_conditioner
1790,0.4231536440198321,high,42,projector
2422,0.42314932619772605,high,43,projector
2322,0.422812186923539,high,51,podium
1371,0.4227383576570864,high,37,projector
1679,0.4226860779113458,high,44,air_conditioner
820,0.4226684057669753,high,52,air_conditioner
2629,0.42262426254737573,high,13,air_conditioner
289,0.4225080186160171,high,5,air_conditioner
1836,0.4224631402764654,high,9,podium
284,0.42241385986470964,high,12,projector
248,0.4221568528782583,high,42,air_conditioner
4291,0.42209810104958156,high,31,air_conditioner
1886,0.42187691148593914,high,38,podium
345,0.42170334339921156,high,8,air_conditioner
812,0.42164376528844194,high,49,air_conditioner
1891,0.421623737549234,high,26,podium
4561,0.42154057120498534,high,22,air_conditioner
4609,0.42153060628346345,high,3,air_conditioner
1386,0.4215111884879215,high,6,projector
3074,0.4215103202861265,high,22,air_conditioner
74,0.42150399715512665,high,34,air_conditioner
2747,0.4213805949818151,high,15,air_conditioner
4202,0.4213162157730962,high,28,air_conditioner
3736,0.42125227185798186,high,14,air_conditioner
4751,0.42120560104958443,high,31,podium
131,0.4211150957165376,high,15,projector
2129,0.4210470365219672,high,41,air_conditioner
3563,0.42097097117419857,high,54,projector
2444,0.4209134578531507,high,37,projector
4926,0.42078699510310175,high,45,projector
2554,0.4206430121602588,high,13,air_conditioner
1304,0.4206071765312498,high,35,air_conditioner
3587,0.4204143969008834,high,5,projector
4184,0.4204039301333363,high,18,air_conditioner
3344,0.42033000229064726,high,4,air_conditioner
4784,0.42027405116569516,high,5,air_conditioner
2438,0.42026117659696816,high,49,podium
1792,0.4201571311252712,high,50,projector
3282,0.4200916833655707,high,12,projector
3611,0.41996611989974997,high,3,air_conditioner
3349,0.4199101222762012,high,20,air_conditioner
2150,0.41986636557617624,high,26,podium
1482,0.41983984279111397,high,9,projector
973,0.41981419507013823,high,49,air_conditioner
733,0.4196305479844559,high,45,air_conditioner
4832,0.41959188935298164,high,5,projector
4650,0.41950280455135963,high,23,podium
1768,0.4193682038083105,high,54,podium
2506,0.4193374309165082,high,14,air_conditioner
773,0.4193117293660079,high,35,air_conditioner
1010,0.41910793974779326,high,19,air_conditioner
3443,0.41907860720840556,high,1,projector
302,0.4190457637343891,high,9,projector
3943,0.4188973906008669,high,22,air_conditioner
281,0.4188400801985692,high,26,podium
4424,0.41880533218670707,high,52,podium
2771,0.4187670795759537,high,34,podium
621,0.4186706928638613,high,2,projector
1743,0.4185184521284865,high,27,air_conditioner
4676,0.4185082413778405,high,37,air_conditioner
3041,0.4185052493688924,high,32,podium
2460,0.4184984499638474,high,45,air_conditioner
1911,0.4184149243147574,high,2,podium
4234,0.4183610915725602,high,18,projector
920,0.41835472626842285,high,17,projector
2178,0.41819174548052496,high,55,projector
2312,0.41805627533541373,high,42,air_conditioner
858,0.41803300299029383,high,13,projector
2694,0.41787222205613156,high,12,podium
3042,0.4178212445056261,high,6,air_conditioner
1337,0.4177585682551671,high,30,projector
1278,0.4177153815816525,high,18,projector
3493,0.4173682353063498,high,23,podium
13,0.41730526360910286,high,3,projector
2710,0.4172920304897557,high,10,projector
3907,0.41727649980901493,high,31,air_conditioner
2982,0.41719170792366644,high,8,projector
312,0.4169017974604975,high,42,air_conditioner
4396,0.41686767956518905,high,7,air_conditioner
3168,0.4168257110961783,high,45,podium
4736,0.41676481970675017,high,57,podium
3256,0.41675498770341135,high,39,podium
1345,0.41668440794435985,high,25,projector
3658,0.4166158225159776,high,19,projector
1031,0.4166071970492188,high,40,air_conditioner
1472,0.4164923114501649,high,20,projector
1136,0.41647836354201956,high,24,air_conditioner
1762,0.4164480803299465,high,54,podium
2467,0.4164420609979869,high,20,projector
2474,0.41640909268278004,high,26,air_conditioner
3924,0.4163880171360743,high,13,projector
3577,0.4163751185475639,high,8,podium
4239,0.41622272248651127,high,18,podium
1364,0.41620674103524613,high,37,air_conditioner
2797,0.41620407635524154,high,17,projector
4989,0.4161265969540786,high,32,air_conditioner
3433,0.41604958290516597,high,27,air_conditioner
3447,0.416004595647068,high,20,podium
2743,0.41599028054752674,high,38,projector
1431,0.41592881455305186,high,39,air_conditioner
2216,0.41583591488670085,high,1,air_conditioner
2303,0.41582138270302865,high,47,air_conditioner
518,0.4156279305427017,high,2,air_conditioner
3866,0.41558705813672886,high,40,air_conditioner
853,0.41550200548343696,high,32,podium
2597,0.415471689673249,high,29,air_conditioner
3578,0.4154370537009434,high,39,projector
